331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,1,2,2
331,1.0,6,9,9
331,1.0,1,6,6
331,3.0,8,11,13
331,1.0,1,4,4
331,1.0,1,3,3
331,3.0,5,7,10
331,3.0,7,13,13
331,1.0,2,4,8
331,1.0,1,4,4
331,6.0,35,10,26
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,3,4,9
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,4,7,8
331,1.0,1,5,5
331,3.0,7,10,10
331,1.0,5,10,10
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,1,4,4
331,10.0,11,12,13
331,1.0,1,4,4
331,1.0,1,5,5
331,3.0,11,14,15
331,1.0,1,4,4
331,1.0,1,3,3
331,1.0,6,13,15
331,1.0,1,4,4
331,9.0,11,10,14
331,1.0,1,2,2
331,1.0,1,3,3
331,1.0,1,3,3
331,3.0,9,12,14
331,2.0,2,7,11
331,1.0,1,4,4
331,1.0,1,4,4
331,3.0,50,23,42
331,1.0,1,4,4
331,3.0,9,13,16
331,7.0,7,10,11
331,1.0,45,10,35
331,1.0,1,2,2
331,1.0,1,4,4
331,1.0,1,3,3
331,1.0,1,5,5
331,1.0,5,4,11
331,1.0,1,3,3
331,1.0,1,6,6
331,1.0,73,16,31
331,1.0,5,9,11
331,1.0,9,12,13
331,3.0,3,7,7
331,1.0,1,4,4
331,1.0,1,5,5
331,1.0,1,5,5
331,4.0,5,8,10
331,1.0,1,6,6
331,1.0,1,3,3
331,3.0,3,7,7
331,2.0,3,4,8
331,1.0,1,3,3
331,1.0,1,4,4
331,3.0,4,6,8
331,2.0,2,5,8
331,1.0,1,5,5
331,1.0,1,5,5
331,1.0,1,2,2
331,1.0,1,4,4
331,1.0,1,3,3
331,3.0,3,3,7
331,1.0,1,3,3
331,1.0,1,4,4
331,1.0,1,3,3
331,1.0,1,5,5
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,2,3,8
331,1.0,1,5,5
331,1.0,1,6,6
331,1.0,1,5,5
331,1.0,1,3,3
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,1,2,2
331,1.0,1,3,3
331,1.0,1,3,3
331,1.0,2,3,6
331,1.0,3,5,10
331,1.0,1,4,4
331,1.0,1,4,4
331,1.0,14,8,17
331,1.0,1,3,3
331,6.0,34,16,33
331,1.0,14,11,13
331,1.0,1,3,3
