Room,Presence,Exposure
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,1,0.005570187388369206
10088,1,0.012433714037992111
10088,1,0.01176295547062035
10088,1,0.016967359038866592
10088,1,0.02280899658980379
10088,1,0.027332851409306094
10088,1,0.031844139965420896
10088,1,0.03634289716443538
10088,1,0.04082915781567484
10088,1,0.04530295663177195
10088,1,0.049764328228935444
10088,1,0.05421330712721794
10088,1,0.058649927750782975
10088,1,0.06307422442817147
10088,1,0.0674862313925672
10088,1,0.0718859827820618
10088,1,0.076273512639919
10088,1,0.08064885491483761
10088,1,0.08501204346121484
10088,1,0.08936311203940762
10088,1,0.09370209431599438
10088,1,0.09802902386403503
10088,1,0.10234393416333121
10088,1,0.10664685860068478
10088,1,0.11093783047015683
10088,1,0.11521688297332487
10088,1,0.11948404921953966
10088,1,0.12373936222618152
10088,1,0.12798285491891614
10088,1,0.1322145601319487
10088,1,0.13643451060827833
10088,1,0.14064273899995158
10088,1,0.1448392778683146
10088,1,0.14902415968426552
10088,1,0.15319741682850543
10088,1,0.15735908159178907
10088,1,0.16150918617517482
10088,1,0.16564776269027326
10088,1,0.1697748431594965
10088,1,0.17389045951630525
10088,1,0.17799464360545603
10088,1,0.18208742718324827
10088,1,0.18616884191776872
10088,1,0.1902389193891379
10088,1,0.1942976910897531
10088,1,0.1983451884245333
10088,1,0.2023814427111613
10088,1,0.2064064851803266
10088,1,0.2104203469759663
10088,1,0.21442305915550705
10088,1,0.21841465269010463
10088,1,0.2223951584648839
10088,1,0.2263646072791776
10088,1,0.23032302984676506
10088,1,0.23427045679610906
10088,1,0.2382069186705939
10088,1,0.24213244592876074
10088,1,0.2460470689445437
10088,1,0.24995081800750504
10088,1,0.2538437233230693
10088,1,0.25772581501275693
10088,1,0.2615971231144178
10088,1,0.26545767758246275
10088,1,0.2693075082880966
10088,1,0.27314664501954805
10088,1,0.2769751174823012
10088,1,0.28079295529932424
10088,1,0.28460018801130016
10088,1,0.2883968450768537
10088,1,0.2921829558727809
10088,1,0.29595854969427493
10088,1,0.29972365575515386
10088,1,0.3034783031880858
10088,1,0.3072225210448152
10088,1,0.3109563382963867
10088,1,0.3146797838333706
10088,1,0.3183928864660852
10088,1,0.32209567492482016
10088,1,0.32578817786005854
10088,1,0.3294704238426992
10088,1,0.33314244136427673
10088,1,0.3368042588371832
10088,1,0.3404559045948872
10088,1,0.3440974068921531
10088,1,0.3477287939052602
10088,1,0.35135009373221954
10088,1,0.35496133439299266
10088,1,0.35856254382970854
10088,1,0.3621537499068778
10088,1,0.3657349804116104
10088,1,0.3693062630538298
10088,1,0.37286762546648783
10088,1,0.37641909520577693
10088,1,0.37996069975134594
10088,1,0.38349246650651064
10088,1,0.3870144227984666
10088,1,0.3905265958785005
10088,1,0.39402901292220077
10088,1,0.39752170102966866
10088,1,0.4010046872257268
10088,1,0.40447799846012955
10088,1,0.40794166160776973
10088,1,0.41139570346888876
10088,1,0.41484015076928255
10088,1,0.4182750301605086
10088,1,0.4217003682200922
10088,1,0.42511619145173246
10088,1,0.42852252628550735
10088,1,0.431919399078077
10088,1,0.43530683611288973
10088,1,0.4386848636003835
10088,1,0.44205350767818963
10088,1,0.44541279441133536
10088,1,0.44876274979244457
10088,1,0.4521033997419395
10088,1,0.45543477010824146
10088,1,0.4587568866679702
10088,1,0.46206977512614444
10088,1,0.465373461116379
10088,1,0.4686679702010854
10088,1,0.4719533278716673
10088,1,0.47522955954872004
10088,1,0.47849669058222527
10088,1,0.4817547462517488
10088,1,0.4850037517666347
10088,1,0.48824373226620144
10088,1,0.49147471281993593
10088,1,0.49469671842768764
10088,1,0.4979097740198627
10088,1,0.5011139044576147
10088,1,0.5043091345330398
10088,1,0.5074954889693666
10088,1,0.5106729924211476
10088,1,0.5138416694744519
10088,1,0.5170015446470524
10088,1,0.5201526423886178
10088,1,0.5232949870809013
10088,1,0.5264286030379285
10088,1,0.5295535145061857
10088,1,0.5326697456648093
10088,1,0.53577732062577
10088,1,0.5388762634340611
10088,1,0.541966598067885
10088,1,0.545048348438837
10088,1,0.5481215383920919
10088,1,0.5511861917065879
10088,1,0.5542423320952106
10088,1,0.557289983204975
10088,1,0.5603291686172135
10088,1,0.5633599118477508
10088,1,0.5663822363470922
10088,1,0.5693961655006017
10088,1,0.5724017226286852
10088,1,0.5753989309869684
10088,1,0.5783878137664787
10088,1,0.5813683940938235
10088,1,0.5843406950313703
10088,1,0.587304739577424
10088,1,0.5902605506664047
10088,1,0.5932081511690277
10088,1,0.5961475638924764
10088,1,0.5990788115805827
10088,1,0.6020019169139991
10088,1,0.6049169025103788
10088,1,0.6078237909245463
10088,1,0.6107226046486744
10088,1,0.6136133661124573
10088,1,0.6164960976832858
10088,1,0.6193708216664172
10088,1,0.6222375603051514
10088,1,0.625096335781
10088,1,0.6279471702138603
10088,1,0.6307900856621842
10088,1,0.6336251041231525
10088,1,0.6364522475328399
10088,1,0.6392715377663893
10088,1,0.6420829966381786
10088,1,0.6448866459019912
10088,1,0.6476825072511815
10088,1,0.6504706023188467
10088,1,0.6532509526779906
10088,1,0.6560235798416922
10088,1,0.6587885052632728
10088,1,0.6615457503364599
10088,1,0.6642953363955545
10088,1,0.6670372847155964
10088,1,0.669771616512527
10088,1,0.6724983529433555
10088,1,0.6752175151063202
10088,1,0.6779291240410542
10088,1,0.6806332007287478
10088,1,0.6833297660923083
10088,1,0.6860188409965259
10088,1,0.6887004462482319
10088,1,0.6913746025964607
10088,1,0.6940413307326112
10088,1,0.6967006512906058
10088,1,0.6993525848470502
10088,1,0.7019971519213933
10088,1,0.7046343729760859
10088,1,0.7072642684167372
10088,1,0.7098868585922756
10088,1,0.7125021637951043
10088,1,0.7151102042612587
10088,1,0.7177110001705629
10088,1,0.7203045716467853
10088,1,0.7228909387577959
10088,1,0.7254701215157203
10088,1,0.7280421398770951
10088,1,0.7306070137430217
10088,1,0.7331647629593209
10088,1,0.7357154073166856
10088,1,0.7382589665508349
10088,1,0.7407954603426682
10088,1,0.7433249083184126
10088,1,0.74584733004978
10088,1,0.7483627450541154
10088,1,0.75087117279455
10088,1,0.7533726326801501
10088,1,0.7558671440660685
10088,1,0.7583547262536923
10088,1,0.7608353984907951
10088,1,0.7633091799716831
10088,1,0.7657760898373469
10088,1,0.7682361471756063
10088,1,0.7706893710212587
10088,1,0.7731357803562292
10088,1,0.7755753941097135
10088,1,0.8335802476696365
10088,1,0.7804343103262507
10088,0,0.27795229901500385
10088,1,0.39034589958540633
10088,1,0.2796822942796948
10088,1,0.33665242731138073
10088,1,0.16884161508498646
10088,0,0.05612420353287976
10088,0,0.0
10088,0,0.05581283545926756
10088,0,0.05565779980521404
10088,0,0.055503194805755114
10088,0,0.05534901926462802
10088,0,0.05519527198889294
10088,0,0.05504195178892379
10088,0,0.054889057478399006
10088,0,0.05473658787429234
10088,0,0.054584541796863756
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.053980569273635086
10088,0,0.05383062324787499
10088,0,0.05368109373885311
10088,0,0.053531979589578525
10088,0,0.05338327964627414
10088,0,0.053234992758367815
10088,0,0.05308711777848346
10088,0,0.052939653562432125
10088,0,0.05279259896920315
10088,0,0.052645952860955365
10088,0,0.05249971410300827
10088,0,0.05235388156383325
10088,0,0.052208454115044815
10088,0,0.05206343063139192
10088,0,0.05191880999074916
10088,0,0.051774591074108194
10088,0,0.05163077276556901
10088,0,0.051487353952331304
10088,0,0.051344333524685946
10088,0,0.051201710376006265
10088,0,0.05105948340273958
10088,0,0.050917651504398635
10088,0,0.05077621358355308
10088,0,0.05063516854582099
10088,0,0.05049451529986038
10088,0,0.050354252757360767
10088,0,0.05021437983303476
10088,0,0.05007489544460966
10088,0,0.049935798512819075
10088,0,0.049797087961394586
10088,0,0.049658762717057374
10088,0,0.049520821709510006
10088,0,0.04938326387142803
10088,0,0.04924608813845184
10088,0,0.04910929344917836
10088,0,0.04897287874515287
10088,0,0.04883684297086077
10088,0,0.0487011850737195
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.0
10088,0,0.047895114533796114
10088,0,0.04776207254898002
10088,0,0.0952588002504657
10088,0,0.09499419247199219
10088,0,0.09473031971512552
10088,0,0.09446717993813906
10088,0,0.09420477110497757
10088,0,0.09394309118524152
10088,0,0.0936821381541714
10088,0,0.0
10088,0,0.0
