563,2.0,5,8,9
563,29.0,109,17,46
563,1.0,1,3,3
563,1.0,1,2,2
563,1.0,1,4,4
563,3.0,70,16,32
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,8,7,9
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,1,5,5
563,2.0,2,4,8
563,1.0,1,4,4
563,4.0,185,25,50
563,40.0,48,14,19
563,11.0,38,9,26
563,1.0,1,4,4
563,29.0,77,15,30
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,1,4,4
563,5.0,5,7,11
563,11.0,42,13,15
563,6.0,7,6,7
563,11.0,69,15,30
563,1.0,1,4,4
563,1.0,1,6,6
563,1.0,1,4,4
563,1.0,1,6,6
563,1.0,1,4,4
563,1.0,1,5,5
563,4.0,4,6,8
563,1.0,1,5,5
563,1.0,1,3,3
563,1.0,1,3,3
563,2.0,11,7,9
563,1.0,1,5,5
563,5.0,161,15,46
563,8.0,8,9,10
563,1.0,1,5,5
563,1.0,1,3,3
563,1.0,1,5,5
563,1.0,1,4,4
563,1.0,1,5,5
563,1.0,1,5,5
563,13.0,25,9,24
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,1,4,4
563,1.0,10,8,13
563,1.0,1,4,4
563,1.0,3,4,9
563,1.0,1,4,4
563,1.0,1,4,4
563,1.0,1,3,3
563,5.0,13,15,17
563,1.0,1,5,5
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,1,3,3
563,1.0,1,5,5
563,1.0,1,6,6
563,1.0,1,4,4
563,10.0,10,13,13
563,6.0,6,9,9
563,5.0,227,31,59
563,1.0,11,11,12
563,1.0,1,4,4
563,1.0,1,5,5
563,1.0,1,5,5
563,8.0,38,16,22
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,1,5,5
563,1.0,1,3,3
563,1.0,1,4,4
563,1.0,1,3,3
563,7.0,7,7,9
563,2.0,40,11,28
563,1.0,1,3,3
563,4.0,4,9,10
563,4.0,4,3,10
563,1.0,1,5,5
563,1.0,1,4,4
563,1.0,1,4,4
563,3.0,17,8,22
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,1,5,5
563,1.0,1,3,3
563,1.0,1,3,3
563,2.0,14,7,9
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,1,3,3
563,1.0,50,17,19
563,1.0,1,4,4
