494,1.0,1,2,2
494,1.0,1,6,6
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,5,5
494,5.0,5,8,8
494,1.0,1,3,3
494,1.0,1,3,3
494,1.0,1,5,5
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,5,5
494,4.0,111,15,48
494,1.0,1,3,3
494,3.0,3,3,7
494,1.0,8,8,14
494,3.0,9,11,13
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,4,4
494,2.0,3,4,9
494,1.0,4,9,9
494,1.0,1,3,3
494,1.0,1,3,3
494,6.0,6,7,9
494,1.0,9,12,13
494,1.0,1,3,3
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,5,5
494,1.0,22,16,17
494,1.0,1,5,5
494,1.0,1,4,4
494,1.0,1,4,4
494,2.0,4,3,8
494,1.0,1,3,3
494,1.0,1,5,5
494,1.0,1,3,3
494,5.0,5,7,9
494,4.0,4,9,9
494,6.0,43,15,17
494,2.0,7,7,7
494,1.0,1,3,3
494,2.0,9,7,8
494,6.0,16,14,17
494,1.0,1,3,3
494,5.0,6,8,10
494,6.0,22,13,15
494,1.0,1,4,4
494,5.0,253,29,66
494,1.0,1,3,3
494,1.0,1,3,3
494,5.0,12,8,13
494,3.0,5,8,11
494,1.0,1,4,4
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,2,5,9
494,1.0,1,3,3
494,4.0,4,10,11
494,16.0,22,6,14
494,1.0,1,4,4
494,1.0,1,6,6
494,1.0,1,4,4
494,1.0,1,5,5
494,1.0,1,3,3
494,7.0,18,9,19
494,1.0,1,4,4
494,1.0,16,10,12
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,2,2
494,5.0,12,13,13
494,1.0,1,4,4
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,4,9,9
494,1.0,1,4,4
494,1.0,1,4,4
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,1,4,4
494,1.0,1,3,3
494,1.0,1,5,5
494,1.0,1,3,3
494,1.0,1,4,4
494,1.0,17,13,14
494,1.0,1,4,4
494,8.0,19,10,12
494,1.0,1,5,5
494,1.0,1,3,3
494,12.0,12,9,10
494,1.0,1,4,4
494,1.0,6,10,11
494,1.0,1,4,4
