329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,2,3,8
329,1.0,1,5,5
329,1.0,1,3,3
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,3,3
329,2.0,4,4,13
329,1.0,1,3,3
329,1.0,1,2,2
329,1.0,1,2,2
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,3,3
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,4,4
329,2.0,2,3,8
329,1.0,1,4,4
329,2.0,2,4,7
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,4,4
329,2.0,2,3,6
329,1.0,1,3,3
329,1.0,1,3,3
329,2.0,3,5,10
329,1.0,1,2,2
329,1.0,1,3,3
329,1.0,1,2,2
329,2.0,2,4,8
329,1.0,1,4,4
329,1.0,1,5,5
329,2.0,2,3,7
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,3,3
329,1.0,1,6,6
329,1.0,1,4,4
329,2.0,2,3,6
329,1.0,1,4,4
329,1.0,1,4,4
329,9.0,14,10,25
329,1.0,1,2,2
329,1.0,1,5,5
329,2.0,2,4,10
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,5,5
329,1.0,1,3,3
329,1.0,2,4,7
329,1.0,1,5,5
329,1.0,1,4,4
329,1.0,1,4,4
329,2.0,2,5,8
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,5,5
329,1.0,1,3,3
329,2.0,3,4,10
329,1.0,1,5,5
329,1.0,1,4,4
329,1.0,1,5,5
329,1.0,1,6,6
329,1.0,1,4,4
329,1.0,3,4,8
329,1.0,1,3,3
329,1.0,1,7,7
329,1.0,1,3,3
329,1.0,1,4,4
329,1.0,1,7,7
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,5,5
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,5,5
329,2.0,2,4,6
329,1.0,1,5,5
329,1.0,1,3,3
329,1.0,1,3,3
329,1.0,1,5,5
329,1.0,1,3,3
329,1.0,1,3,3
329,1.0,1,3,3
329,1.0,1,6,6
329,1.0,3,4,8
329,3.0,3,11,11
329,1.0,2,5,8
329,1.0,1,4,4
329,1.0,1,4,4
329,1.0,1,2,2
329,1.0,1,3,3
